23.685,113.12,22.019,26.77,39.81,29.835,31.293,12.786,66.839,22.519,19.463,16.483,30.308,61.091,89.718,18.615,17.653,23.373,17.87,12.686,24.487
46.335,21.319,59.899,54.068,57.925,17.641,34.199,19.639,49.615,16.848,29.196,14.352,187.51,25.211
32.428,30.192,13.658,88.899,13.774
