1.3745,2.0536,1.3428,1.4276,1.6,1.4747,1.4954,1.1067,1.825,1.3525,1.2892,1.217,1.4816,1.786,1.9529,1.2699,1.2468,1.3687,1.2521,1.1033,1.3889
1.6659,1.3288,1.7774,1.7329,1.7629,1.2465,1.534,1.2931,1.6956,1.2266,1.4653,1.1569,2.273,1.4016
1.5109,1.4799,1.1354,1.9489,1.1391
