1.3855,1.4179,1.574,1.1589,1.8862,1.1047,1.3203,1.4565,1.3179,1.5337,1.2855,1.5272,1.223,1.3222,1.6913,1.8177,1.3355,1.4554,1.1212,1.619,1.4385,1.217,1.3536
1.1025,1.4113,1.2144,1.8842,1.5143,1.2063,1.719,1.2699,1.4471,1.6476,1.532,1.2555,1.1687,1.8534,1.3666,1.1975,1.412,1.9397,1.3995,1.1618,1.2673,1.2068,1.6213,1.9864,1.8583,1.4501,1.6462,1.833,1.5043,1.424,1.4539,1.1766,1.1972,1.1977,1.406,1.6413,1.3842,1.5553
1.6749,1.3318,1.3672,1.69,1.4296,1.6918,1.2258,1.8495,1.334,1.2512,1.7409,1.4296,1.8471,1.7862,1.2155,1.5092,1.1329,1.7884,1.5111,1.6587,1.3981,1.3815,1.2991,1.1785
