24.292,26.175,37.498,14.418,76.947,12.726,20.907,28.608,20.792,34.172,19.297,33.666,16.711,20.999,49.125,65.725,21.65,28.533,13.219,41.593,27.448,16.482,22.575
12.661,25.782,16.383,76.594,32.681,16.079,52.362,18.617,27.997,44.422,34.044,18.011,14.746,71.359,23.262,15.756,25.824,87.028,25.089,14.514,18.504,16.101,41.812,96.917,72.162,28.19,44.282,68.078,31.935,26.545,28.44,15.018,15.747,15.764,25.468,43.785,24.223,35.92
47.304,21.471,23.294,48.98,26.892,49.184,16.821,70.707,21.577,17.831,55.074,26.892,70.327,61.128,16.426,32.302,13.579,61.428,32.445,45.568,25.007,24.071,19.911,15.083
